E_GeV,L_km,P_sm,P_phase_approx,P_gksl,int_dphi,A,omega,phi,zeta,gamma
1.0,295.0,0.3234090883118191,0.009678713171849788,0.022881858799875573,2.3467639471677724,0.01,0.00388,1.5707963267948966,0.0,0.0
