target_label,target_mz,g_bin,g_center,baseline,compare,delta_p_success,ratio_mad_success
T01,1359.8,0,0.02856740579239219,ModeA_points,ModeB_points,-0.25,
T01,1359.8,1,0.07843906541447432,ModeA_points,ModeB_points,0.32499999999999996,1.1454738535911082
T01,1359.8,2,0.10515980938415374,ModeA_points,ModeB_points,0.325,1.152909288836385
T01,1359.8,3,0.12429149635278947,ModeA_points,ModeB_points,-0.09999999999999998,1.3054341483329568
T01,1359.8,4,0.13916901305263268,ModeA_points,ModeB_points,-0.35833333333333334,3.867524908143207
T01,1359.8,5,0.15052366605188,ModeA_points,ModeB_points,0.0625,5.86638850418276
T01,1359.8,6,0.15903123329390342,ModeA_points,ModeB_points,-0.01785714285714285,6.940280477167726
T01,1359.8,7,0.5808853194327793,ModeA_points,ModeB_points,-0.14480874316939896,1.117454947115931
T02,1359.47,0,0.007940820904474377,ModeA_points,ModeB_points,0.25,
T02,1359.47,1,0.03970340007685269,ModeA_points,ModeB_points,0.3194444444444444,
T02,1359.47,2,0.08142512747931963,ModeA_points,ModeB_points,0.09722222222222221,0.388367292998037
T02,1359.47,3,0.10515980938415374,ModeA_points,ModeB_points,0.22499999999999998,2.0398024019033
T02,1359.47,4,0.12429149635278947,ModeA_points,ModeB_points,-0.51,2.4590660793357935
T02,1359.47,5,0.13916901305263268,ModeA_points,ModeB_points,-0.09999999999999998,1.8972177200172236
T02,1359.47,6,0.15052366605188,ModeA_points,ModeB_points,-0.125,3.3643648406658047
T02,1359.47,7,0.5782071625459475,ModeA_points,ModeB_points,-0.08390022675736963,0.9904634199570806
T03,1359.59,0,0.024270520016971782,ModeA_points,ModeB_points,0.1477272727272727,
T03,1359.59,1,0.07286155329274938,ModeA_points,ModeB_points,0.03947368421052633,0.42550346068319955
T03,1359.59,2,0.10449188354485281,ModeA_points,ModeB_points,0.1590909090909091,
T03,1359.59,3,0.12428785300457175,ModeA_points,ModeB_points,-0.04807692307692307,
T03,1359.59,4,0.13916901305263268,ModeA_points,ModeB_points,-0.024999999999999994,
T03,1359.59,5,0.15052366605188,ModeA_points,ModeB_points,-0.03125,
T03,1359.59,6,0.15903123329390342,ModeA_points,ModeB_points,-0.23214285714285715,1.7235419891145423
T03,1359.59,7,0.5808853194327793,ModeA_points,ModeB_points,0.012295081967213128,0.7780138139342243
T04,1359.68,0,0.021992207811516912,ModeA_points,ModeB_points,0.0,
T04,1359.68,1,0.07144826296433338,ModeA_points,ModeB_points,0.0,
T04,1359.68,2,0.10449188354485281,ModeA_points,ModeB_points,0.03409090909090909,
T04,1359.68,3,0.12428785300457175,ModeA_points,ModeB_points,0.11538461538461539,
T04,1359.68,4,0.13916901305263268,ModeA_points,ModeB_points,0.03333333333333333,
T04,1359.68,5,0.15052366605188,ModeA_points,ModeB_points,0.09375,
T04,1359.68,6,0.15903123329390342,ModeA_points,ModeB_points,0.14285714285714285,
T04,1359.68,7,0.5808853194327793,ModeA_points,ModeB_points,0.07377049180327869,0.7315055997734802
T05,816.22,0,0.0,ModeA_points,ModeB_points,0.0,1.9420895551695192
T05,816.22,1,0.0,ModeA_points,ModeB_points,0.0,1.0839862539240104
T05,816.22,2,0.0,ModeA_points,ModeB_points,0.0,2.9657315823896786
T05,816.22,3,0.0,ModeA_points,ModeB_points,0.0,1.0082830333335748
T05,816.22,4,0.00010917254494175821,ModeA_points,ModeB_points,-0.125,3.4802591743134488
T05,816.22,5,0.0005126475378999276,ModeA_points,ModeB_points,0.0,1.8506423002390753
T05,816.22,6,0.0016637555638809752,ModeA_points,ModeB_points,0.0,1.7380765602047483
T05,816.22,7,0.5013541042561328,ModeA_points,ModeB_points,-0.0610143753796315,1.2812087958492548
T06,874.45,0,0.009376599136565869,ModeA_points,ModeB_points,0.05681818181818182,
T06,874.45,1,0.04550370612696021,ModeA_points,ModeB_points,-0.25,0.24500023773369498
T06,874.45,2,0.08390678701438341,ModeA_points,ModeB_points,0.16071428571428573,2.1051883779713294
T06,874.45,3,0.10501403164293269,ModeA_points,ModeB_points,-0.04999999999999999,1.4355841182222546
T06,874.45,4,0.12428785300457175,ModeA_points,ModeB_points,0.04807692307692307,2.1079373616380828
T06,874.45,5,0.13916901305263268,ModeA_points,ModeB_points,-0.3,1.9416516194018858
T06,874.45,6,0.15052366605188,ModeA_points,ModeB_points,-0.1875,3.4457598277035424
T06,874.45,7,0.5782071625459475,ModeA_points,ModeB_points,0.06135531135531136,1.012802793044112
T07,874.37,0,0.007642257132257308,ModeA_points,ModeB_points,0.0,
T07,874.37,1,0.041676818126833895,ModeA_points,ModeB_points,-0.125,
T07,874.37,2,0.08382204263778209,ModeA_points,ModeB_points,-0.016666666666666663,0.7539668393381167
T07,874.37,3,0.10501403164293269,ModeA_points,ModeB_points,0.275,
T07,874.37,4,0.12428785300457175,ModeA_points,ModeB_points,-0.045,
T07,874.37,5,0.13916901305263268,ModeA_points,ModeB_points,-0.11206896551724138,0.5593233525040391
T07,874.37,6,0.15052366605188,ModeA_points,ModeB_points,0.0625,
T07,874.37,7,0.5782071625459475,ModeA_points,ModeB_points,0.07942268041237113,0.6808937146035516
T08,816.28,0,0.0041634804246909116,ModeA_points,ModeB_points,-0.125,
T08,816.28,1,0.023546851096294428,ModeA_points,ModeB_points,0.0,
