channel,i,E_lo,E_hi,E_ctr,obs,pred_sm,pred_geo,bkg,P_sm,P_geo,dphi,dphi_base,dphi_breath,dphi_thread,thread_weight,thread_amp,thread_phase,breath_amp,breath_phase,k_rt,kappa_gate,eta,omega,trace_rho_sm,min_eig_rho_sm,purity_rho_sm,herm_err_rho_sm,Pe_sm,Pmu_sm,Ptau_sm,trace_rho_geo,min_eig_rho_geo,purity_rho_geo,herm_err_rho_geo,Pe_geo,Pmu_geo,Ptau_geo
T2K_app_FHC,0,0.0,0.06666666666666667,0.03333333333333333,17.0,16.985294117647058,17.018832436862976,0.0,0.007223553243907752,0.007237816513821675,0.0008031157676711946,0.0008079030319628495,-3.604735595443492e-05,5.210015277130011e-06,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,0.9999999999999989,-2.839973841158765e-10,0.9999999997613742,0.0,0.007223553243907752,0.8287375911571266,0.16403885559896442,1.0000000000000022,-2.8411988697836105e-10,0.9999999997612083,0.0,0.007237816513821675,0.8281563174716691,0.16460586601451138
T2K_app_FHC,1,0.06666666666666667,0.13333333333333333,0.1,10.0,7.5,7.4922738599949374,0.0,0.039313122142797474,0.03927262365136929,0.0009190293836237382,0.0009245075932770751,-4.1250067123116256e-05,5.961976244963208e-06,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,0.9999999999999996,-1.3131732403083079e-12,0.9999999999996707,0.0,0.039313122142797474,0.3765650871306668,0.5841217907265353,1.0000000000000009,-1.3151309209951982e-12,0.9999999999996725,0.0,0.03927262365136929,0.377454249704271,0.5832731266443607
T2K_app_FHC,2,0.13333333333333333,0.2,0.16666666666666669,10.0,7.5,7.505236684664317,0.0,0.042915602248141095,0.0429455669782948,0.0010349429995762818,0.001041112154591301,-4.645277829179759e-05,6.713937212796407e-06,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,1.0000000000000004,-1.0417091673606734e-13,0.9999999999999847,0.0,0.042915602248141095,0.05317993189268262,0.9039044658591767,1.0000000000000007,-1.0458808351495566e-13,0.999999999999985,0.0,0.0429455669782948,0.05271869151702172,0.9043357415046841
T2K_app_FHC,3,0.2,0.26666666666666666,0.23333333333333334,16.0,16.102941176470587,16.133103467119643,0.0,0.02790520578900872,0.027957474807345544,0.0011508566155288254,0.0011577167159055267,-5.1655489460478915e-05,7.465898180629603e-06,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,1.0000000000000002,-1.9498750327182452e-14,0.9999999999999981,0.0,0.02790520578900872,0.33247975718964307,0.6396150370213485,1.0000000000000007,-1.9665279147805672e-14,0.9999999999999986,0.0,0.027957474807345544,0.3313968913048081,0.640645633887847
T2K_app_FHC,4,0.26666666666666666,0.3333333333333333,0.3,22.0,20.073529411764703,20.135219158694813,0.0,0.018491771740812197,0.018548600447691792,0.0012667702314813688,0.0012743212772197523,-5.685820062916025e-05,8.217859148462801e-06,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,1.0000000000000002,-5.4907657240717236e-15,0.9999999999999996,0.0,0.018491771740812197,0.541562240459139,0.43994598780004907,0.9999999999999998,-5.817950176859911e-15,0.9999999999999994,0.0,0.018548600447691792,0.5403005320715978,0.44115086748071014
T2K_app_FHC,5,0.3333333333333333,0.4,0.3666666666666667,22.0,20.073529411764703,20.161389596318227,0.0,0.012926807762214308,0.01298338733486337,0.0013826838474339123,0.0013909258385339778,-6.206091179784157e-05,8.969820116295997e-06,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,1.0,-1.9166216983670178e-15,0.9999999999999994,0.0,0.012926807762214308,0.6731618563989723,0.3139113358388133,0.9999999999999997,-2.2193463735085984e-15,0.9999999999999998,0.0,0.01298338733486337,0.6718647821885213,0.315151830476615
T2K_app_FHC,6,0.4,0.4666666666666667,0.43333333333333335,15.0,16.323529411764703,16.41834497865899,0.0,0.009476372498194751,0.009531416208893136,0.0014985974633864561,0.0015075303998482038,-6.72636229665229e-05,9.721781084129195e-06,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,1.0000000000000002,-8.190099726489967e-16,1.0,0.0,0.009476372498194751,0.7574476354798948,0.2330759920219106,1.0000000000000004,-9.857320716719108e-16,1.0000000000000007,0.0,0.009531416208893136,0.7561624400223587,0.23430614376874864
T2K_app_FHC,7,0.4666666666666667,0.5333333333333333,0.5,6.0,10.588235294117649,10.666358650334034,0.0,0.00721872601601627,0.007271988064725278,0.0016145110793389995,0.0016241349611624293,-7.246633413520424e-05,1.0473742051962392e-05,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,0.9999999999999983,-3.713004635486574e-16,0.9999999999999964,0.0,0.00721872601601627,0.8136954075209398,0.17908586646304225,1.0000000000000002,-3.9265596270007326e-16,1.0000000000000002,0.0,0.007271988064725278,0.812437137267098,0.18029087466817692
T2K_app_FHC,8,0.5333333333333333,0.6,0.5666666666666667,9.0,5.514705882352942,5.564843461780072,0.0,0.005670645249224727,0.00572220056924567,0.001730424695291543,0.001740739522476655,-7.766904530388555e-05,1.1225703019795588e-05,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,1.0000000000000016,-1.6326093282075333e-16,1.0000000000000029,0.0,0.005670645249224727,0.8527769543795561,0.1415524003712207,1.0000000000000002,-2.4966285234998624e-16,1.0000000000000004,0.0,0.00572220056924567,0.8515491236923867,0.1427286757383679
T2K_app_FHC,9,0.6,0.6666666666666666,0.6333333333333333,9.0,5.514705882352942,5.5751004519548735,0.0,0.004566829454008326,0.0046168433088183995,0.0018463383112440868,0.0018573440837908808,-8.287175647256689e-05,1.1977663987628788e-05,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,0.9999999999999996,-2.0879092713410538e-16,0.9999999999999993,0.0,0.004566829454008326,0.880906018191491,0.11452715235450028,1.0000000000000009,-1.8608575602621565e-16,1.000000000000002,0.0,0.0046168433088183995,0.87970789878599,0.11567525790519258
T2K_app_FHC,10,0.6666666666666666,0.7333333333333333,0.7,1.0,2.647058823529412,2.6813652084348027,0.0,0.003753837846906565,0.0038024882980804047,0.00196225192719663,0.0019739486451051066,-8.807446764124822e-05,1.2729624955461984e-05,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,0.9999999999999999,-2.81185722847536e-16,1.0000000000000002,0.0,0.003753837846906565,0.9017695459858894,0.09447661616720389,0.9999999999999996,-1.431955331270908e-16,0.9999999999999992,0.0,0.0038024882980804047,0.9005989289487547,0.09559858275316443
T2K_app_FHC,11,0.7333333333333333,0.8,0.7666666666666666,2.0,1.5441176470588234,1.5674632282009664,0.0,0.0031385831794213713,0.0031860355535498017,0.0020781655431491735,0.002090553206419332,-9.327717880992953e-05,1.3481585923295181e-05,6.0,0.15081124444652771,-2.975189001805308,0.15081124444652771,-2.975189001805308,180.0,0.0,0.0,0.010649466622338281,1.0000000000000009,-4.9806465791739056e-17,1.0000000000000016,0.0,0.0031385831794213713,0.9176442814819613,0.07921713533861809,0.9999999999999999,-1.993228454225382e-16,1.0000000000000002,0.0,0.0031860355535498017,0.9164985685060936,0.08031539594035655
