scan,tic,g,drift_obs_ppm,width_obs_ppm,drift_state_ppm,alpha_eff
196,56824267.130859375,1.0,0.6985515693142725,3.1899526212302876,0.8263253229689898,0.3
197,47722865.287109375,1.0,3.7523666250717986,2.7686603808812538,1.7041377135998323,0.3
198,48647779.599365234,1.0,-1.097632269209712,3.4745334681228375,0.8636067187569691,0.3
199,37808325.0456543,0.9957813664341328,2.7279503296827,3.408180293514397,1.4229098020346884,0.3
200,39942673.646484375,1.0,2.27151611824313,2.9957589528008124,1.6774916968972209,0.3
201,38100390.5012207,1.0,0.39169078933293194,2.0471659481675335,1.2917514246279342,0.3
202,37940067.1105957,0.9995230331662577,1.8036417745932967,4.261775080404655,1.445318529617543,0.3
203,39494772.63574219,1.0,0.6442925507293573,2.099557493561618,1.2050107359510873,0.3
204,31817387.92993164,0.825630017203946,-0.49572919732795084,3.262395626271023,0.6947887559673759,0.3
205,30582464.40966797,0.7905563886363043,3.3662585882530967,6.341655859696434,1.496229705653092,0.3
206,28110284.618408203,0.7203428779789302,0.7780302842711592,2.5841104408499667,1.280769879238512,0.3
207,27463480.694213867,0.7019727034531089,0.6286615848991691,2.5383563311632793,1.0851373909367092,0.3
208,24313563.240112305,0.6125104549890895,0.5198491504232916,3.4027650403030454,0.915550918782684,0.3
209,27138798.708251953,0.6927512616460884,0.9347353155803474,2.79644495629746,0.9213062378219831,0.3
210,23724053.833496094,0.5957675283013112,0.12577366050942224,3.7786227478630483,0.6826464646282149,0.3
211,21780066.584594727,0.5405554559831481,-0.9433590779795453,5.152528364740237,0.19484480184588682,0.3
212,22569707.27746582,0.562982403003918,-0.9005431005050261,4.6375503099316955,-0.133771568859387,0.3
213,21886060.73876953,0.5435658445075117,0.07251542114657399,3.137724993629116,-0.07188547185759872,0.3
214,21106177.627075195,0.5214160270192971,0.7819556188282162,2.7319617221355155,0.18426685534814577,0.3
215,21588882.94934082,0.5351255619847932,0.27395594322370453,3.0446986045746707,0.2111735817108134,0.3
216,21472057.323364258,0.5318075438683277,4.496047018102422,4.264515583962487,1.4966356126282958,0.3
217,25024839.778686523,0.632711745768217,3.4719189230768137,3.972695268940128,2.089220605762851,0.3
218,21874708.63232422,0.5432434281324164,0.7652390245380722,3.1592817582997172,1.6920261313954175,0.3
219,34741795.052734375,0.9086874434515644,1.0755751663482473,4.838914954036171,1.5070908418812665,0.3
220,21368062.95300293,0.5288539521200709,1.7731511331028396,2.6579311464567015,1.5869089292477385,0.3
221,17875208.102539062,0.42965178157618267,1.6515927791152114,4.512679206231779,1.6063140842079804,0.3
222,19041002.09008789,0.4627620306197407,0.18510590918664804,2.7534763910704743,1.1799516317015808,0.3
223,16309972.2164917,0.3851968002051522,0.8732653501987921,3.465506113508547,1.087945747250744,0.3
224,17505053.813354492,0.4191388600563082,0.2719396305677253,3.804123627988349,0.8431439122458385,0.3
225,18790216.27282715,0.4556393477488552,0.3528033159204365,2.769221435422495,0.696041733348218,0.3
226,18477412.349853516,0.4467552602496261,0.4138661979391115,2.797885487406231,0.611389072725486,0.3
227,17810208.836791992,0.42780570765615933,-0.288269615578972,5.427131890555442,0.3414914662341486,0.3
228,16232329.554504395,0.3829916353970803,1.3541581048968538,3.5617506168832658,0.6452914578329602,0.3
229,14046723.303771973,0.3209172311319985,6.609633741079257,3.196740562993088,2.434594142806849,0.3
230,21740131.938354492,0.5394212538028292,0.7722168474753481,3.4989371753357936,1.935880954207399,0.3
231,14620307.562316895,0.3372078603947365,4.235057682761825,3.98746200500644,2.625633972773727,0.3
232,17504686.915527344,0.41912843962305824,0.8701835492124134,3.9323671370149156,2.098998845705333,0.3
233,14959209.718811035,0.3468331757787292,2.0199682524401674,5.032143829377154,2.0752896677257833,0.3
234,14876478.645202637,0.34448349266141054,0.3546320051993486,4.354150662707548,1.5590923689678529,0.3
235,13932757.230651855,0.3176804284860547,-0.10731492584958223,3.7490294675917366,1.0591701805226224,0.3
236,15993538.84387207,0.3762096310440228,0.81369434097608,4.029780764757502,0.9855274286586596,0.3
237,16406389.57446289,0.38793519375379304,1.7910916611322363,3.4431617334979574,1.2271966984007325,0.3
238,13768639.99810791,0.3130192597890923,3.201398389946318,3.3065211908609573,1.819457205864408,0.3
239,15367009.150817871,0.3584152742436197,3.5698150503340957,4.0654265674866314,2.344564559205314,0.3
240,16977198.090515137,0.40414698788254094,5.582991831161557,3.9153554442481475,3.316092740792187,0.3
241,16558584.116577148,0.3922577406585585,6.916161776173421,4.536751557446502,4.396113451406557,0.3
242,14340840.515625,0.3292705887890629,0.7372751584397861,4.61945900057799,3.2984619635165258,0.3
243,14946119.572814941,0.34646139654622643,2.089405191046799,3.813375121727926,2.935744931775608,0.3
244,13628571.158752441,0.30904110052267436,3.4728531866649313,2.0825565619958515,3.096877408242405,0.3
245,12525499.444030762,0.2777122554802223,0.6452898824509571,3.885718462027833,2.3614011505049706,0.3
