scan,tic,g,drift_obs_ppm,width_obs_ppm,drift_state_ppm,alpha_eff
0,2880645.6178457737,0.003397355421792993,-9.032473327106523,17.33517359546758,-9.032473327106523,0.07576440496990341
1,2596175.3161836863,0.0,-7.688683707316111,0.0,-8.931689105622242,0.075
2,2855348.542347729,0.002801929508247365,-8.74023510840197,0.0,-8.917209356694759,0.07563043413935566
3,2803975.8152570873,0.0015927520694702928,-9.228445970905678,0.0,-8.940663640381889,0.07535836921563081
4,2620419.252092123,0.0,-8.295492205920667,0.0,-8.892275782797297,0.075
5,2662311.3936886117,0.0,-8.714068659769348,0.0,-8.8789102485702,0.075
6,2633620.5623630285,0.0,-9.091362567507979,0.0,-8.894844172490533,0.075
7,2461958.867040634,0.0,-8.407436816184362,4.263738230466428,-8.85828862076757,0.075
8,2598727.669583082,0.0,-9.237822313251955,5.354245348805737,-8.8867536477039,0.075
9,2597908.6184910536,0.0,-7.562347522022745,0.0,-8.787423188277813,0.075
10,2597260.69211947,0.0,-8.551843108569187,0.0,-8.769754682299666,0.075
11,2687603.271432996,0.0,-9.525650307496031,0.0,-8.826446854189394,0.075
12,3277072.677307129,0.012728194634896144,-8.750741705616326,0.0,-8.820552160326585,0.07786384379285162
13,4893106.5135650635,0.05076533546364169,-4.947468324326619,0.0,-8.485831732578585,0.08642220047931938
14,8071211.216674805,0.1255694722635281,-11.851744453775058,0.0,-8.833372760587611,0.10325313125929382
15,7421335.147323608,0.11027311706567963,-12.416382425599107,0.0,-9.19099815541686,0.09981145133977792
16,7683311.632339478,0.11643934714749697,-9.507380072737647,0.08566297626632924,-9.223015642593893,0.10119885310818683
17,4852418.952041626,0.04980765841943516,-10.647183687074374,0.0,-9.345788502915484,0.0862067231443729
18,4074183.148300171,0.031490056274772533,-9.689066696076951,0.0,-9.373966583567219,0.08208526266182382
19,3647910.180616379,0.021456723717317498,-9.666531248931031,0.0,-9.39732136628819,0.07982776283639643
20,3751116.3504579663,0.02388592261685918,-10.444322315382069,0.0,-9.481473368791445,0.0803743325887933
21,5334630.48274231,0.061157636056648014,-10.599121159207236,0.0,-9.580676309853926,0.0887604681127458
22,4451947.91658783,0.04038163476100583,-10.496931778423276,0.0,-9.657720446074524,0.0840858678212263
23,4817764.550613403,0.04899198592676416,-11.02018817797373,0.0,-9.774924275955012,0.08602319683352193
24,3899220.691390991,0.027371905117363492,-9.751851466491447,0.0,-9.773051717226174,0.08115867865140677
25,3318379.332498729,0.013700443498401101,-9.747832514625435,0.0,-9.77108253632255,0.07808259978714024
26,3325331.2486428022,0.013864073125126027,-9.030135658881619,0.0,-9.713200198634079,0.07811941645315336
27,3473326.231162876,0.017347481619281645,-8.927474840975227,0.0,-9.651203966664712,0.07890318336433837
28,3043788.9446207285,0.007237315672983273,-9.101491367629787,0.0,-9.60908037192515,0.07662839602642123
29,3201482.3669443876,0.010948999660108956,-9.434219469486258,0.0,-9.595535030050925,0.07746352492352451
30,2756403.154446721,0.0004730180897461034,-9.41768568243399,0.0,-9.582177400638955,0.07510642907019287
31,2705924.4064093083,0.0,-9.148541323958243,0.0,-9.5496546948879,0.075
32,2935678.8933162987,0.004692692439108636,-8.665313059070774,0.0,-9.48239533495732,0.07605585579879943
33,2769672.06788826,0.0007853330412628053,-7.719266174785892,0.0,-9.349849103137725,0.07517669993428414
34,3041847.085637361,0.00719160947428699,-8.954057907255256,8.956720424852172,-9.319524328910857,0.07661811213171457
35,2831089.103697598,0.002230926807896682,-9.18406613051568,0.0,-9.309296969632836,0.07550195853177676
36,2889342.837051928,0.00360206484330424,-8.56070938767941,0.0,-9.252546197258834,0.07581046458974346
37,2857154.3510649204,0.0028444334453212516,-8.458370509163483,0.0,-9.19247475017673,0.07563999752519728
38,2723825.2159287333,0.0,-9.974870568199435,14.862239444539108,-9.251154436528433,0.075
39,2545474.0607436784,0.0,-8.21201189718936,0.0,-9.173218746078001,0.075
40,2862985.4636929035,0.0029816823365526775,-9.185256932936017,0.0,-9.174129686253405,0.07567087852572434
41,2767859.1517267227,0.0007426618138417405,-8.105536433341895,0.0,-9.093806631519262,0.07516709890811439
42,2679296.6827405393,0.0,-9.155683239411584,0.0,-9.098447377111187,0.075
43,2786885.549370706,0.0011904926391688388,-8.705628227022437,0.0,-9.068880719985522,0.07526786084381298
44,2680476.2604643703,0.0,-8.42094493255587,4.295986331043228,-9.020285535928299,0.075
45,2627652.2391246557,0.0,-9.558796186401183,0.0,-9.060673834713764,0.075
46,2783308.4773812294,0.0011062978729668217,-8.171884626328035,0.0,-8.993793409322414,0.07524891702141752
47,2825498.0455645025,0.0020993281613716146,-7.410752671966368,0.0,-8.874317606570592,0.07547234883630861
48,2425360.115262866,0.0,-8.354178389779623,0.0,-8.835307165311269,0.075
49,2907102.8168354034,0.004020087558536488,-9.57149992041228,0.0,-8.891187522794326,0.0759045197006707
50,2671078.3648405075,0.0,-8.182619849107395,0.0,-8.838044947267806,0.075
51,2660206.8733072877,0.0,-8.470915247071819,0.0,-8.810510219753107,0.075
52,2700215.7075024843,0.0,-9.084736554238434,0.0,-8.831077194839507,0.075
53,2636572.8002103716,0.0,-9.723281134175354,0.0,-8.897992490289695,0.075
54,2713384.0869609118,0.0,-8.6591634021755,0.0,-8.88008030868113,0.075
55,2852728.024891913,0.0027402494930925583,-9.242098208068272,0.0,-8.907454855492356,0.07561655613594583
56,2736584.612558216,6.542294549235088e-06,-8.492533597086503,0.0,-8.876335150341072,0.07500147201627357
57,2531322.2510209084,0.0,-8.348051680292995,0.0,-8.836713890087466,0.075
58,2579943.933379799,0.0,-8.598137599829332,0.0,-8.818820668318107,0.075
59,2580512.6386906505,0.0,-8.870077677153324,4.064068435815898,-8.82266494398075,0.075
60,2796840.0488339663,0.0014247950958800634,-9.301218018307805,0.0,-8.858709838571798,0.07532057889657301
61,2654852.860970199,0.0,-8.057591478490787,0.0,-8.798625961565723,0.075
62,2533883.8785345256,0.0,-10.290754087630962,0.0,-8.910535571020615,0.075
63,2822578.1928794384,0.0020306025906012964,-8.98754901114242,0.0,-8.916346765360231,0.0754568855828853
64,3177041.7501209974,0.010373732507160362,-9.062502620681874,0.0,-8.927649595402533,0.07733408981411108
65,3354192.321220398,0.014543386056249231,-10.353238221670209,0.0,-9.039233641666181,0.07827226186265608
66,3846918.1666870117,0.026140842714319427,-12.195307203485392,0.0,-9.294502203881848,0.08088168961072187
67,4062580.349647522,0.03121695723658634,-10.024480416660467,0.0,-9.354377802036932,0.08202381537823193
68,3856987.294189453,0.02637784321037329,-10.207213429270745,0.0,-9.423402066082831,0.080935014722334
69,3803348.882118225,0.025115337569706776,-10.737530907141466,0.0,-9.529387806789215,0.08065095095318402
70,3544703.034309387,0.019027501834375807,-10.161299373152577,0.0,-9.5794865064263,0.07928118791273456
71,3480333.7457618713,0.017512419885845846,-10.661163126215694,0.0,-9.664874377318457,0.07894029447431532
72,3354897.450396359,0.014559982922705068,-8.88789107320326,0.0,-9.604055235191009,0.07827599615760863
73,3439012.5980730355,0.01653982990747934,-9.168098036114166,0.0,-9.56973604722832,0.07872146172918285
74,3933978.68669948,0.028190015934606825,-9.325294741794446,0.0,-9.549852518354346,0.08134275358528653
75,3694490.291046627,0.022553095699451586,-9.547884377690737,0.0,-9.54969492058001,0.08007444653237661
76,3996195.2366111875,0.029654428137973945,-9.501730447526363,0.0,-9.545777554321633,0.08167224633104414
77,4840186.129174173,0.049519730285937744,-9.901885983016012,0.0,-9.576453424975547,0.08614193931433599
78,4589358.762235105,0.04361592080750677,-7.5179459908493325,0.0,-9.401864035539665,0.08481358218168902
79,4101004.731034398,0.0321213650362735,-11.155126292135206,0.0,-9.546030069597727,0.08222730713316154
