shift_app,shift_dis,chi2_sm_total,chi2_geo_total,delta_total,pos_channels,lock_ok,delta_T2K_app_FHC,delta_T2K_app_RHC,delta_T2K_dis_FHC,delta_T2K_dis_RHC
-3,-2,5012.19727634901,5012.468755562538,-0.27147921352752746,0,False,-0.007785076448726613,-0.2062319354452029,-0.03585742703194228,-0.021604774601421184
-7,0,5017.544155757746,5017.34279829077,0.20135746697633294,2,False,0.2630735442880905,-0.0492840215151773,-0.027561886172904337,0.015129830376530151
-3,-1,5029.151849849333,5029.366878436456,-0.2150285871230153,1,False,-0.007785076448726613,-0.2062319354452029,0.03879250536101608,-0.039804080589263435
-2,-5,5073.92459049258,5073.8335201189475,0.0910703736326468,1,False,0.4500657296164263,-0.26260964365224027,-0.04857665789904786,-0.04780905443141137
-2,-6,5148.646394747926,5148.57594497824,0.07044976968609262,1,False,0.4500657296164263,-0.26260964365224027,-0.06162698721664128,-0.055379329061452154
-3,-3,5166.493111804694,5166.787136491565,-0.2940246868711256,0,False,-0.007785076448726613,-0.2062319354452029,-0.03356825135801955,-0.046439423619233366
-8,0,5182.6453214545345,5182.328346533769,0.3169749207654604,2,False,0.3603130414894622,-0.030906064927876287,-0.027561886172904337,0.015129830376530151
-2,-7,5212.934138793493,5212.879662425703,0.054476367789902724,1,False,0.4500657296164263,-0.26260964365224027,-0.07083860512466345,-0.06214111304984726
-2,-8,5290.809999830675,5290.7695852326915,0.04041459798372671,1,False,0.4500657296164263,-0.26260964365224027,-0.0786742305158441,-0.06836725746524053
-3,-4,5292.386543885255,5292.693932696294,-0.30738881103843596,0,False,-0.007785076448726613,-0.2062319354452029,-0.05596348439416943,-0.03740831474959805
-5,-2,5324.6015721168715,5324.5177110893255,0.08386102754593594,1,False,0.22499759175025247,-0.08367436257049121,-0.03585742703194228,-0.021604774601421184
-5,-1,5341.556145617196,5341.415833963244,0.14031165395226708,2,False,0.22499759175025247,-0.08367436257049121,0.03879250536101608,-0.039804080589263435
-1,-9,5365.343910846383,5365.418755334463,-0.07484448808008892,1,False,0.15319023936513076,-0.08528320298603376,-0.07590807541009781,-0.06684344904857653
0,-12,5474.803997317783,5473.966351447258,0.8376458705251935,2,False,0.6527932640918692,0.2591903961456907,-0.03775690157999634,-0.03658088813199356
-5,-3,5478.897407572556,5478.836092018354,0.06131555420233781,1,False,0.22499759175025247,-0.08367436257049121,-0.03356825135801955,-0.046439423619233366
-6,-2,5484.740060222684,5484.524485196487,0.2155750261972571,1,False,0.33962687026496496,-0.06658964243410992,-0.03585742703194228,-0.021604774601421184
-6,-1,5501.694633723008,5501.422608070406,0.27202565260267875,2,False,0.33962687026496496,-0.06658964243410992,0.03879250536101608,-0.039804080589263435
-4,-9,5517.673372003553,5516.926928663064,0.7464433404884403,2,False,0.772932778574841,0.1162620863731263,-0.07590807541009781,-0.06684344904857653
4,-2,5538.772851328154,5538.177111300133,0.5957400280203728,2,False,0.23041497683607304,0.4227872528182388,-0.03585742703194228,-0.021604774601421184
-1,3,5581.514441231333,5581.365759198306,0.14868203302739857,3,False,0.15319023936513076,-0.08528320298603376,0.04279021866932453,0.037984777979318096
-5,-4,5604.790839653118,5604.742888223082,0.04795143003593694,1,False,0.22499759175025247,-0.08367436257049121,-0.05596348439416943,-0.03740831474959805
-6,-3,5639.035895678368,5638.842866125516,0.19302955285274948,1,False,0.33962687026496496,-0.06658964243410992,-0.03356825135801955,-0.046439423619233366
-3,1,5687.264546328618,5687.409628214269,-0.1450818856510523,2,False,-0.007785076448726613,-0.2062319354452029,0.029049558099359274,0.03988556814408639
4,-3,5693.068686783838,5692.495492229161,0.5731945546767747,2,False,0.23041497683607304,0.4227872528182388,-0.03356825135801955,-0.046439423619233366
2,-5,5726.310443090625,5725.38885468138,0.9215884092454871,2,False,0.8907638572184169,0.12721026435883687,-0.04857665789904786,-0.04780905443141137
5,0,5760.575364930948,5760.457436861896,0.11792806905214093,2,False,-0.2087442588781414,0.33910438372640783,-0.027561886172904337,0.015129830376530151
