A,alpha,chi2_geo_total,delta_total,pos_channels,exit_code,ok,evidence_dir
-0.042,0.5,249.23,9.98,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p042__alpha_0p5
-0.04,0.5,249.245,9.965,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p04__alpha_0p5
-0.045,0.5,249.289,9.921,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p045__alpha_0p5
-0.038,0.5,249.303,9.907,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p038__alpha_0p5
-0.036,0.5,249.405,9.805,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p036__alpha_0p5
-0.034,0.5,249.551,9.659,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p034__alpha_0p5
-0.05,0.5,249.599,9.611,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p05__alpha_0p5
-0.032,0.5,249.742,9.468,3,0,True,logs\weak\2026-03-03_run24\grid_A_even_more_negative_alpha0p5\A_m0p032__alpha_0p5
