poisson_shape,bin_shift_app,bin_shift_dis,chi2_geo_total,delta_total,pos_channels,exit_code,evidence_dir
none,-3,-3,5166.787,-0.294,2,0,c:\Dropbox\projects\new_master_equation_with_gauga_structure_test_git\logs\weak\2026-03-03_run08\scan\shape_none__app_-3__dis_-3
