fold,n_train_points,n_test_points,n_test_galaxies,A_best,alpha_best,chi2_train_base,chi2_train_best,delta_chi2_train,chi2_test_base,chi2_test_best,delta_chi2_test,use_env_scale,env_model,thread_mode,thread_q,thread_xi,thread_norm,thread_norm_scale_train,thread_r_weight_power,thread_S0,thread_gate_p,thread_k2,thread_k4
0,2742,649,35,0.177827941,0.001,783.3403356086048,143.15843274304444,640.1819028655605,162.50260233212413,37.36191575007256,125.14068658205156,,none,down,0.6,0.5,median,1.0,1.0,,4.0,1.0,0.0
1,2803,588,35,0.177827941,0.001,761.6235032710279,154.7398963853694,606.8836068856584,184.21943466970106,25.780452107747614,158.43898256195345,,none,down,0.6,0.5,median,1.0,1.0,,4.0,1.0,0.0
2,2596,795,35,0.177827941,0.001,763.8170231185914,129.94702817689426,633.8699949416971,182.02591482213748,50.57332031622275,131.45259450591473,,none,down,0.6,0.5,median,1.0,1.0,,4.0,1.0,0.0
3,2694,697,35,0.177827941,0.001,743.6123798784224,144.55497197915793,599.0574078992645,202.23055806230656,35.96537651395907,166.26518154834747,,none,down,0.6,0.5,median,1.0,1.0,,4.0,1.0,0.0
4,2729,662,35,0.177827941,0.001,730.9785098862692,149.68106468800198,581.2974451982673,214.86442805445978,30.83928380511501,184.02514424934478,,none,down,0.6,0.5,median,1.0,1.0,,4.0,1.0,0.0
