target_label,target_mz,window_ppm,setting,g_bin,g_lo,g_hi,g_center,n_total,n_good,p_success,median_success_ppm,mad_success_ppm,frac_tail3
T02,1359.47,30.0,ModeA_points,0,0.0,0.015881641808948754,0.007940820904474377,8,1,0.125,1.6276947521115757,0.0,0.0
T02,1359.47,30.0,ModeB_points,0,0.0,0.015881641808948754,0.007940820904474377,8,3,0.375,-1.7459493011263039,0.18984286847905718,0.0
T02,1359.47,30.0,ModeA_points,1,0.017210057616487234,0.062196742537218144,0.03970340007685269,8,1,0.125,-1.4907455896906991,0.0,0.0
T02,1359.47,30.0,ModeB_points,1,0.017210057616487234,0.062196742537218144,0.03970340007685269,9,4,0.4444444444444444,-0.1575144683517713,0.18692109357822345,0.0
T02,1359.47,30.0,ModeA_points,2,0.0670506107371015,0.09579964422153776,0.08142512747931963,18,6,0.3333333333333333,-1.5215131328170566,1.3120322347636537,0.0
T02,1359.47,30.0,ModeB_points,2,0.0670506107371015,0.09579964422153776,0.08142512747931963,8,5,0.625,-1.3511271566998124,1.335148690856222,0.0
T02,1359.47,30.0,ModeA_points,3,0.09595598973828504,0.11436362903002245,0.10515980938415374,10,4,0.4,-1.1868849781610937,0.46401980551955635,0.0
T02,1359.47,30.0,ModeB_points,3,0.09595598973828504,0.11436362903002245,0.10515980938415374,8,6,0.75,-0.12491471467252868,1.48141444432822,0.0
T02,1359.47,30.0,ModeA_points,4,0.1143709157264579,0.13421207697912105,0.12429149635278947,8,4,0.5,-0.2323409051614358,1.7683311743806576,0.0
T02,1359.47,30.0,ModeB_points,4,0.1143709157264579,0.13421207697912105,0.12429149635278947,25,5,0.2,0.2295615401463742,0.9788556491782212,0.0
T02,1359.47,30.0,ModeA_points,5,0.13424649944152856,0.14409152666373679,0.13916901305263268,8,4,0.5,-0.8171067682578212,0.30097232450051414,0.0
T02,1359.47,30.0,ModeB_points,5,0.13424649944152856,0.14409152666373679,0.13916901305263268,30,12,0.4,-0.8400302677871585,0.9662452497885593,0.0
T02,1359.47,30.0,ModeA_points,6,0.14464668789571283,0.15640064420804714,0.15052366605188,8,4,0.5,-2.3947603104559922,0.19896023556267406,0.0
T02,1359.47,30.0,ModeB_points,6,0.14464668789571283,0.15640064420804714,0.15052366605188,32,13,0.40625,-0.3014568378707647,1.8756598852126238,0.0
T02,1359.47,30.0,ModeA_points,7,0.1564143250918949,1.0,0.5782071625459475,252,145,0.5753968253968254,-0.9184241019998451,1.2783844565933673,0.0
T02,1359.47,30.0,ModeB_points,7,0.1564143250918949,1.0,0.5782071625459475,196,100,0.5102040816326531,-0.8996650237882964,1.2442792662710727,0.0
