target_label,target_mz,g_bin,g_center,baseline,compare,delta_p_success,ratio_mad_success
T08,816.28,0,0.003266560394573015,ModeA_points,ModeB_holdout_points,0.0,
T08,816.28,1,0.013024658310974088,ModeA_points,ModeB_holdout_points,0.0,
T08,816.28,2,0.03396778084450232,ModeA_points,ModeB_holdout_points,-0.125,0.0
T08,816.28,3,0.08795814927195494,ModeA_points,ModeB_holdout_points,0.22115384615384615,0.4900936318231128
T08,816.28,4,0.13846613963391358,ModeA_points,ModeB_holdout_points,0.275,
T08,816.28,5,0.15434882613821935,ModeA_points,ModeB_holdout_points,-0.025000000000000022,0.37068831901154764
T08,816.28,6,0.1647832953661028,ModeA_points,ModeB_holdout_points,0.13636363636363635,1.0591688351561594
T08,816.28,7,0.5847663541154822,ModeA_points,ModeB_holdout_points,0.044531681285652935,0.6774657232384306
