a_set,b_set,trials_valid,alice_detect,bob_detect,both_detect,rate_alice_detect,rate_bob_detect,rate_both_detect
0,0,50928270,9983,10464,6653,0.0001960208,0.00020546545,0.00013063471
0,1,50924566,10075,33719,6980,0.00019784165,0.00066213623,0.00013706548
1,0,50912954,31721,10482,7170,0.00062304379,0.00020588081,0.0001408286
1,1,50915670,31659,33834,70,0.00062179286,0.00066451055,1.3748223e-06
