a_set,b_set,trials_valid,alice_detect,bob_detect,both_detect,rate_alice_detect,rate_bob_detect,rate_both_detect
0,0,26789179,3476,3748,2348,0.00012975388,0.00013990724,8.764733e-05
0,1,26775145,3503,11456,2421,0.00013083029,0.00042785949,9.0419678e-05
1,0,26768994,10663,3524,2337,0.00039833398,0.00013164484,8.7302496e-05
1,1,26776276,10587,11260,30,0.00039538732,0.00042052151,1.1203948e-06
