channel,i,E_lo,E_hi,E_ctr,obs,pred_sm,pred_geo,bkg,P_sm,P_geo,dphi,dphi_base,dphi_breath,dphi_thread,thread_weight,thread_amp,thread_phase,breath_amp,breath_phase,k_rt,kappa_gate,eta,omega
T2K_app_RHC,13,0.8666666666666667,0.9333333333333333,0.9,9.0,0.5294117647058824,0.530570846212894,0.0,0.032450165389940284,0.03252121100907918,0.001859332677843819,0.0018590098632382268,3.228146055923106e-07,-2.7597972279442245e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,14,0.9333333333333333,1.0,0.9666666666666667,0.0,0.3529411764705882,0.35389188215318007,0.0,0.029612343783797165,0.02969210955040917,0.0019526325254775592,0.0019522935122896073,3.3901318795178137e-07,-2.8982816766582717e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,15,1.0,1.0666666666666667,1.0333333333333332,0.0,0.0,0.0,0.0,0.027009267601077497,0.02709615963331732,0.0020459323731112987,0.0020455771613409873,3.552117703112521e-07,-3.036766125372318e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,16,1.0666666666666667,1.1333333333333333,1.1,0.0,0.0,0.0,0.0,0.0246542997869117,0.024747037869510723,0.002139232220745039,0.0021388608103923685,3.714103526707229e-07,-3.175250574086366e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_app_RHC,17,1.1333333333333333,1.2,1.1666666666666665,10.0,10.058823529411764,10.102360150571268,0.0,0.022539562147184843,0.02263711792748398,0.0022325320683787785,0.0022321444594437484,3.876089350301936e-07,-3.3137350228004124e-08,0.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,0,0.0,0.16666666666666666,0.08333333333333333,19.0,18.566176470588236,18.44591989588467,0.0,0.046512616787308,0.04621134592606191,0.0007163989107031918,0.0007162851623588151,1.2438197168879352e-07,-1.0633627311971474e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,1,0.16666666666666666,0.3333333333333333,0.25,8.0,5.147058823529411,5.140424795918559,0.0,0.6848479137583299,0.6839652154786175,0.0009496450676763242,0.0009494942849872666,1.6487842758747046e-07,-1.4095738529822652e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,2,0.3333333333333333,0.5,0.41666666666666663,16.0,18.566176470588236,18.510954256012845,0.0,0.3873704414459419,0.3862182681014959,0.001182891224649456,0.0011827034076157177,2.053748834861474e-07,-1.7557849747673828e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,3,0.5,0.6666666666666666,0.5833333333333333,6.0,9.007352941176471,8.204797187929232,0.0,0.000964020681534894,0.000878126373932232,0.0014161373816225882,0.001415912530244169,2.458713393848243e-07,-2.1019960965525004e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,4,0.6666666666666666,0.8333333333333333,0.75,8.0,10.11029411764706,10.011499487748331,0.0,0.10190545157792974,0.1009096633984611,0.0016493835385957207,0.0016491216528726205,2.863677952835013e-07,-2.448207218337618e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,5,0.8333333333333333,1.0,0.9166666666666666,10.0,9.007352941176471,8.952266727170006,0.0,0.2744837496917142,0.2728050910807372,0.001882629695568853,0.001882330775501072,3.268642511821782e-07,-2.7944183401227358e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,6,1.0,1.1666666666666665,1.0833333333333333,7.0,7.169117647058823,7.133709035527405,0.0,0.4231691603554266,0.4210791078344934,0.002115875852541985,0.0021155398981295235,3.6736070708085517e-07,-3.140629461907854e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,7,1.1666666666666665,1.3333333333333333,1.25,8.0,5.698529411764706,5.673706609043511,0.0,0.5378319718700767,0.5354891749886006,0.002349122009515117,0.0023487490207579746,4.0785716297953217e-07,-3.4868405836929715e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
T2K_dis_FHC,8,1.3333333333333333,1.5,1.4166666666666665,3.0,4.779411764705882,4.760257854829031,0.0,0.6244894149490172,0.6219867191023627,0.0025823681664882492,0.0025819581433864256,4.4835361887820906e-07,-3.8330517054780886e-08,1.0,0.08748811693597168,-3.0183313383705164,0.08748811693597168,-3.0183313383705164,180.0,0.0,0.0,0.010649466622338281
