in_csv,rows_total,rows_kept,rows_gap_valid,bad_t,bad_a_set,bad_b_set,bad_a_out,bad_b_out,zero_gap,neg_gap,gap_min,gap_max,gap_bins_req,gap_bins_used,gap_mode_used,n00,n01,n10,n11,min_over_max_combo_ratio,E00,E01,E10,E11,S_signed,S_abs
nist_run4_coincidences.csv,38330,38330,38329,0,0,0,0,0,0,0,1.0,32664.0,24,24,linear,12600,12572,12892,265,0.02055538318336953,0.9992063492063492,0.998250079541839,0.9972075705864102,0.539622641509434,2.455041357825164,2.455041357825164
