pair_shell,shell_offset,target_a,target_b,mz_a,mz_b,delta_mz,mean_mz,overlap_proxy,corridor_proxy,rejection_proxy,leak_reduction_proxy,effective_leak_ratio,sep_s0_used,sep_norm,stable_margin,reject_margin,leak_margin,nearest_stable_boundary_margin,stable_margin_norm,repulsive_corridor_margin,repulsive_reject_margin,repulsive_margin,repulsive_margin_norm,nearest_threshold_gap,classification,boundary_confidence
next_nearest,2,T09,T08,816.1508423429284,816.2832467439532,0.13240440102481443,816.2170445434408,0.8759866735317036,0.8759866735317036,0.12401332646829644,0.4379933367658518,0.5620066632341483,0.11,0.5462128594408666,0.6259866735317036,0.6259866735317036,0.33799333676585175,0.33799333676585175,0.450657782354469,-0.6259866735317036,-0.6259866735317036,-0.6259866735317036,-2.5039466941268143,0.33799333676585175,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE
next_nearest,2,T05,T12,816.2167007237565,816.3494625084064,0.13276178464991517,816.2830816160815,0.8756736661739606,0.8756736661739606,0.12432633382603941,0.4378368330869803,0.5621631669130197,0.11,0.5468809056638378,0.6256736661739606,0.6256736661739606,0.3378368330869803,0.3378368330869803,0.45044911078264044,-0.6256736661739606,-0.6256736661739606,-0.6256736661739606,-2.5026946646958423,0.3378368330869803,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE
next_nearest,2,T08,T07,816.2832467439532,874.3724938549005,58.089247110947326,845.3278702994269,5.917803247050383e-26,5.917803247050383e-26,1.0,2.9589016235251916e-26,1.0,0.11,0.9981099411854881,-0.25,-0.25,-0.09999999999999998,-0.25,-0.3333333333333333,0.25,0.25,0.25,1.0,0.09999999999999998,REPULSIVE,STRONG_REPULSIVE
next_nearest,2,T12,T06,816.3494625084064,874.4453328372649,58.095870328858496,845.3973976728357,5.87873785868643e-26,5.87873785868643e-26,1.0,2.939368929343215e-26,1.0,0.11,0.998110156254369,-0.25,-0.25,-0.09999999999999998,-0.25,-0.3333333333333333,0.25,0.25,0.25,1.0,0.09999999999999998,REPULSIVE,STRONG_REPULSIVE
next_nearest,2,T07,T02,874.3724938549005,1359.4670907916216,485.094596936721,1116.919792323261,2.1188165147000588e-211,2.1188165147000588e-211,1.0,1.0594082573500294e-211,1.0,0.11,0.9997732915131173,-0.25,-0.25,-0.09999999999999998,-0.25,-0.3333333333333333,0.25,0.25,0.25,1.0,0.09999999999999998,REPULSIVE,STRONG_REPULSIVE
next_nearest,2,T06,T03,874.4453328372649,1359.5760603878325,485.1307275505676,1117.0106966125486,2.043628840920367e-211,2.043628840920367e-211,1.0,1.0218144204601836e-211,1.0,0.11,0.9997733083936394,-0.25,-0.25,-0.09999999999999998,-0.25,-0.3333333333333333,0.25,0.25,0.25,1.0,0.09999999999999998,REPULSIVE,STRONG_REPULSIVE
next_nearest,2,T02,T04,1359.4670907916216,1359.692103898025,0.2250131064033667,1359.5795973448232,0.7985057531523025,0.7985057531523025,0.20149424684769746,0.39925287657615127,0.6007471234238487,0.11,0.6716546370948353,0.5485057531523025,0.5485057531523025,0.2992528765761513,0.2992528765761513,0.3990038354348684,-0.5485057531523025,-0.5485057531523025,-0.5485057531523025,-2.19402301260921,0.2992528765761513,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE
next_nearest,2,T03,T01,1359.5760603878325,1359.800168321732,0.2241079338994041,1359.688114354782,0.7992288658257938,0.7992288658257938,0.20077113417420622,0.3996144329128969,0.6003855670871031,0.11,0.6707650766739359,0.5492288658257938,0.5492288658257938,0.2996144329128969,0.2996144329128969,0.39948591055052923,-0.5492288658257938,-0.5492288658257938,-0.5492288658257938,-2.196915463303175,0.2996144329128969,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE
next_nearest,2,T04,T10,1359.692103898025,1359.9082147277895,0.21611082976460239,1359.8001593129072,0.8056460073679771,0.8056460073679771,0.1943539926320229,0.40282300368398855,0.5971769963160114,0.11,0.6626913614632128,0.5556460073679771,0.5556460073679771,0.3028230036839886,0.3028230036839886,0.40376400491198483,-0.5556460073679771,-0.5556460073679771,-0.5556460073679771,-2.2225840294719084,0.3028230036839886,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE
next_nearest,2,T01,T11,1359.800168321732,1529.528504859221,169.72833653748899,1444.6643365904765,1.9405284716975215e-74,1.9405284716975215e-74,1.0,9.702642358487607e-75,1.0,0.11,0.9993523252627022,-0.25,-0.25,-0.09999999999999998,-0.25,-0.3333333333333333,0.25,0.25,0.25,1.0,0.09999999999999998,REPULSIVE,STRONG_REPULSIVE
