target_label,target_mz,g_bin,g_center,baseline,compare,delta_p_success_occ,delta_x_occ_mean,delta_gate_occ_factor_mean
T10,1359.91,6,0.1638264940524748,ModeA_points,ModeB_points,-0.0006451049939114606,0.006451049939114495,-0.0006451049939114606
T10,1359.91,7,0.5833256353611115,ModeA_points,ModeB_holdout_points,0.0008750053862599527,-0.00875005386259975,0.0008750053862599527
T10,1359.91,7,0.5833256353611115,ModeA_points,ModeB_points,0.0027228361621209896,-0.027228361621212116,0.0027228361621209896
T11,1529.53,0,0.0021271230471629553,ModeA_points,ModeB_holdout_points,-0.010884373008381742,0.10884373008381598,-0.010884373008381742
T11,1529.53,0,0.0021271230471629553,ModeA_points,ModeB_points,-0.008218434899699423,0.08218434899699423,-0.008218434899699423
T11,1529.53,1,0.007995411964234304,ModeA_points,ModeB_holdout_points,-0.001970853989176846,0.019708539891769683,-0.001970853989176846
T11,1529.53,1,0.007995411964234304,ModeA_points,ModeB_points,-0.004469657419843842,0.04469657419843909,-0.004469657419843842
T11,1529.53,2,0.024594610362941,ModeA_points,ModeB_holdout_points,-0.0037413419875920173,0.037413419875920895,-0.0037413419875920173
T11,1529.53,2,0.024594610362941,ModeA_points,ModeB_points,-0.000412734005743598,0.004127340057435591,-0.000412734005743598
T11,1529.53,3,0.06901238672328888,ModeA_points,ModeB_holdout_points,0.0031222144148524977,-0.031222144148523867,0.0031222144148524977
T11,1529.53,3,0.06901238672328888,ModeA_points,ModeB_points,0.0029651115216708934,-0.029651115216707324,0.0029651115216708934
T11,1529.53,4,0.10967620791730245,ModeA_points,ModeB_holdout_points,-0.004193937789336077,0.041939377893360996,-0.004193937789336077
T11,1529.53,4,0.10967620791730245,ModeA_points,ModeB_points,-0.0023463872012626785,0.02346387201262634,-0.0023463872012626785
T11,1529.53,5,0.12686132797994648,ModeA_points,ModeB_holdout_points,0.0008759597562875143,-0.008759597562874089,0.0008759597562875143
T11,1529.53,5,0.12686132797994648,ModeA_points,ModeB_points,-0.006873013251090576,0.06873013251090548,-0.006873013251090576
T11,1529.53,6,0.14173143686997575,ModeA_points,ModeB_holdout_points,0.0009464104785339433,-0.009464104785338101,0.0009464104785339433
T11,1529.53,6,0.14173143686997575,ModeA_points,ModeB_points,0.0005019280665935488,-0.005019280665933379,0.0005019280665935488
T11,1529.53,7,0.5734949049885233,ModeA_points,ModeB_holdout_points,-0.0006317010982552773,0.006317010982551663,-0.0006317010982552773
T11,1529.53,7,0.5734949049885233,ModeA_points,ModeB_points,-0.0015162921232931836,0.015162921232931836,-0.0015162921232931836
T12,816.35,0,0.004597656673621108,ModeA_points,ModeB_holdout_points,-0.003461267502617771,0.03461267502617782,-0.003461267502617771
T12,816.35,0,0.004597656673621108,ModeA_points,ModeB_points,-0.017887899021160836,0.17887899021160836,-0.017887899021160836
T12,816.35,1,0.039413793897475444,ModeA_points,ModeB_holdout_points,-0.007402093782416075,0.07402093782415997,-0.007402093782416075
T12,816.35,1,0.039413793897475444,ModeA_points,ModeB_points,-0.006089294951292401,0.060892949512922456,-0.006089294951292401
T12,816.35,2,0.09102633037871107,ModeA_points,ModeB_holdout_points,0.0012615105964700613,-0.012615105964700613,0.0012615105964700613
T12,816.35,2,0.09102633037871107,ModeA_points,ModeB_points,0.004023869659374069,-0.04023869659373969,0.004023869659374069
T12,816.35,3,0.1223787469724177,ModeA_points,ModeB_holdout_points,0.0029686912804709475,-0.029686912804709698,0.0029686912804709475
T12,816.35,3,0.1223787469724177,ModeA_points,ModeB_points,-0.00033275114197306443,0.0033275114197304223,-0.00033275114197306443
T12,816.35,4,0.13907603920835165,ModeA_points,ModeB_holdout_points,-0.0018915101645494703,0.01891510164549548,-0.0018915101645494703
T12,816.35,4,0.13907603920835165,ModeA_points,ModeB_points,-0.0015162024751400605,0.015162024751400716,-0.0015162024751400605
T12,816.35,5,0.1536758410615835,ModeA_points,ModeB_holdout_points,-0.001203648315267536,0.012036483152672028,-0.001203648315267536
T12,816.35,5,0.1536758410615835,ModeA_points,ModeB_points,-0.00034787660839785683,0.003478766083976903,-0.00034787660839785683
T12,816.35,6,0.1638264940524748,ModeA_points,ModeB_holdout_points,-0.0011319491445204166,0.011319491445203167,-0.0011319491445204166
T12,816.35,6,0.1638264940524748,ModeA_points,ModeB_points,-0.0022557118680780475,0.022557118680780697,-0.0022557118680780475
T12,816.35,7,0.5833256353611115,ModeA_points,ModeB_holdout_points,0.0006377037332666591,-0.006377037332664148,0.0006377037332666591
T12,816.35,7,0.5833256353611115,ModeA_points,ModeB_points,0.00035780779815208774,-0.0035780779815207664,0.00035780779815208774
