galaxy,r_kpc,v_obs_kms,e_v_kms,v_gas_kms,v_disk_kms,v_bul_kms,ups_disk,ups_bulge,v_bar_kms,g_obs_mps2,g_bar_mps2,sigma_log10_gobs,env_scale
UGC02885_rotmod,70.19,298.0,10.0,85.86,158.17,54.68,0.5,0.7,148.2354401956563,4.100216042453589e-11,1.0145613345676104e-11,0.029147280664647772,98.67111111111112
UGC02885_rotmod,74.07,298.0,10.0,86.26,152.97,53.23,0.5,0.7,145.34132612577883,3.885434913187761e-11,9.242412486592868e-12,0.029147280664647772,98.67111111111112
UGC02916_rotmod,0.37,183.0,47.6,-2.62,11.2,123.59,0.5,0.7,103.7387394853051,2.933255611464928e-09,9.426048369278244e-10,0.22592805834529822,40.449600000000004
UGC02916_rotmod,0.74,196.0,40.7,-3.79,21.14,191.42,0.5,0.7,160.89420555134978,1.6824023943688477e-09,1.1337010331686685e-09,0.18036515728022806,40.449600000000004
UGC02916_rotmod,1.11,205.0,14.1,-4.87,30.05,218.87,0.5,0.7,184.41277607584567,1.2269707174675624e-09,9.929068049253802e-10,0.059741972632544875,40.449600000000004
UGC02916_rotmod,1.48,211.0,7.89,-5.72,38.06,240.05,0.5,0.7,202.71606238776442,9.74883342874004e-10,8.998374478654626e-10,0.03247946409684035,40.449600000000004
UGC02916_rotmod,1.84,214.0,1.48,-6.31,45.23,258.74,0.5,0.7,218.91816706248935,8.06601784453229e-10,8.441026006148007e-10,0.00600706386183937,40.449600000000004
UGC02916_rotmod,2.21,214.0,1.5,-6.65,51.92,273.65,0.5,0.7,231.97217818091892,6.715598567393401e-10,7.890944376179038e-10,0.0060882404005128754,40.449600000000004
UGC02916_rotmod,2.6,213.0,2.64,-6.69,58.41,280.2,0.5,0.7,238.1366165670454,5.655035214723131e-10,7.068519568023973e-10,0.010765609692249621,40.449600000000004
UGC02916_rotmod,2.96,211.0,4.5,-6.41,63.99,275.3,0.5,0.7,234.82229696091468,4.87441671437002e-10,6.037211733904916e-10,0.018524409180707423,40.449600000000004
UGC02916_rotmod,3.17,210.0,8.68,-6.08,66.97,274.94,0.5,0.7,234.9337339974828,4.5084658253784385e-10,5.642621966902234e-10,0.03590167717066881,40.449600000000004
UGC02916_rotmod,3.33,209.0,3.0,-5.72,69.15,273.2,0.5,0.7,233.81691053044045,4.2510654697363155e-10,5.320556468794095e-10,0.012467784169471344,40.449600000000004
UGC02916_rotmod,3.7,207.0,1.6,-4.34,74.09,268.56,0.5,0.7,230.76098277221823,3.753085183064908e-10,4.664149801231799e-10,0.00671373112120969,40.449600000000004
UGC02916_rotmod,4.07,206.0,1.73,0.84,78.64,262.81,0.5,0.7,226.80652034278026,3.3790100719130486e-10,4.096058182632671e-10,0.007294460715462385,40.449600000000004
UGC02916_rotmod,4.44,205.0,3.45,5.14,83.02,255.92,0.5,0.7,222.0790676313281,3.067426793668906e-10,3.5998278750181364e-10,0.01461771670796311,40.449600000000004
UGC02916_rotmod,4.81,205.0,2.77,7.67,87.31,248.41,0.5,0.7,216.94611455382184,2.831470886463606e-10,3.1710868105410496e-10,0.011736543559726902,40.449600000000004
UGC02916_rotmod,5.18,206.0,7.48,9.9,90.63,241.01,0.5,0.7,211.81355603454656,2.6549364850745387e-10,2.806901663554044e-10,0.03153905557899343,40.449600000000004
UGC02916_rotmod,5.55,207.0,5.02,12.08,91.17,233.88,0.5,0.7,206.37783051965633,2.5020567887099384e-10,2.4870387798255053e-10,0.0210643313927954,40.449600000000004
UGC02916_rotmod,5.92,208.0,7.7,14.21,91.98,227.13,0.5,0.7,201.35468738025446,2.36839654017772e-10,2.2194800017996576e-10,0.032154495294759985,40.449600000000004
UGC02916_rotmod,6.28,210.0,1.95,16.44,93.75,220.9,0.5,0.7,197.03444330877787,2.2757701698168233e-10,2.0034297263446786e-10,0.008065468949631819,40.449600000000004
UGC02916_rotmod,6.34,210.0,4.78,16.75,94.14,219.93,0.5,0.7,196.39291160833682,2.2542329126892192e-10,1.97156824441662e-10,0.01977073927140518,40.449600000000004
UGC02916_rotmod,6.65,212.0,1.96,18.67,96.53,214.9,0.5,0.7,193.22266003240924,2.1902794644328954e-10,1.8194659089106913e-10,0.008030350797456353,40.449600000000004
UGC02916_rotmod,7.03,214.0,0.76,20.8,99.17,209.22,0.5,0.7,189.71317911521066,2.1111625652829893e-10,1.6591633022188528e-10,0.0030847084695931905,40.449600000000004
UGC02916_rotmod,7.39,215.0,2.22,22.73,101.39,204.19,0.5,0.7,186.66040881772437,2.0271315650144222e-10,1.5279510516908698e-10,0.008968686044885758,40.449600000000004
UGC02916_rotmod,7.77,216.0,1.76,24.56,103.08,199.24,0.5,0.7,183.58524210840042,1.9459690930285238e-10,1.405736654345335e-10,0.00707739155694188,40.449600000000004
UGC02916_rotmod,8.14,217.0,1.53,26.28,105.18,194.76,0.5,0.7,181.03611496052383,1.8747549872315196e-10,1.3048346834328503e-10,0.006124152601953689,40.449600000000004
UGC02916_rotmod,8.51,218.0,7.7,27.91,106.86,190.42,0.5,0.7,178.52266349122175,1.8098095763989897e-10,1.2136867484350852e-10,0.030679518446376505,40.449600000000004
UGC02916_rotmod,8.88,218.0,6.86,29.33,108.2,186.31,0.5,0.7,176.10184601531012,1.7344008440490315e-10,1.1317859703387453e-10,0.027332661888589977,40.449600000000004
UGC02916_rotmod,9.25,218.0,8.37,30.55,109.65,182.7,0.5,0.7,174.09872702004455,1.6650248102870704e-10,1.0619373926363576e-10,0.03334903498651575,40.449600000000004
UGC02916_rotmod,9.52,218.0,3.93,31.16,110.49,180.08,0.5,0.7,172.55471633658698,1.6178024679785086e-10,1.0135990027921733e-10,0.01565850746678697,40.449600000000004
UGC02916_rotmod,9.62,218.0,4.05,31.36,110.78,179.14,0.5,0.7,171.9981148733904,1.6009853945067986e-10,9.966020053884455e-11,0.016136629832185043,40.449600000000004
UGC02916_rotmod,9.99,217.0,20.2,32.17,111.77,175.79,0.5,0.7,170.03723774514805,1.5275781377442013e-10,9.37933502755521e-11,0.08085482520226438,40.449600000000004
UGC02916_rotmod,10.4,217.0,4.2,33.08,112.69,172.23,0.5,0.7,167.9524500565562,1.4673563073139012e-10,8.789998535740667e-11,0.016811399299480716,40.449600000000004
UGC02916_rotmod,10.71,216.0,3.16,34.0,113.45,169.76,0.5,0.7,166.62644318954898,1.4117814988638307e-10,8.401325898085329e-11,0.012707134840872922,40.449600000000004
UGC02916_rotmod,11.12,215.0,6.72,35.01,114.16,166.6,0.5,0.7,164.8358119463122,1.34716746991516e-10,7.918589157250455e-11,0.02714845505478932,40.449600000000004
UGC02916_rotmod,12.67,212.0,1.82,39.99,115.88,156.1,0.5,0.7,159.28067773587605,1.149594194039365e-10,6.48931759792581e-11,0.007456754311923757,40.449600000000004
UGC02916_rotmod,12.98,211.0,16.6,41.0,116.15,154.24,0.5,0.7,158.36475482252987,1.1115773092862294e-10,6.261693817799596e-11,0.06833448719994294,40.449600000000004
UGC02916_rotmod,15.86,209.0,8.38,52.47,115.82,139.51,0.5,0.7,151.93539801507742,8.925629264957082e-11,4.716981875971428e-11,0.03482667711338996,40.449600000000004
UGC02916_rotmod,19.05,215.0,13.2,66.17,112.66,127.33,0.5,0.7,148.57205972187367,7.863780716775106e-11,3.755162741262156e-11,0.053327322429050444,40.449600000000004
UGC02916_rotmod,22.14,215.0,13.9,76.32,108.18,118.11,0.5,0.7,146.42806790366387,6.76626118584308e-11,3.138488214603613e-11,0.05615528649725767,40.449600000000004
UGC02916_rotmod,25.34,210.0,10.6,79.67,102.95,110.4,0.5,0.7,142.0505971476361,5.640030255110359e-11,2.5806491933078513e-11,0.043843061982613986,40.449600000000004
UGC02916_rotmod,28.53,196.0,12.8,78.35,97.69,104.04,0.5,0.7,135.96843630048852,4.3637496383909825e-11,2.10002221586699e-11,0.05672417722817983,40.449600000000004
UGC02916_rotmod,31.72,185.0,11.5,74.49,92.71,98.67,0.5,0.7,129.0789308136692,3.496710945183903e-11,1.7022643146678998e-11,0.05399336802040428,40.449600000000004
UGC02916_rotmod,34.91,182.0,10.8,72.76,88.3,94.06,0.5,0.7,124.03854691183706,3.074980612533806e-11,1.4282786546598815e-11,0.05154264180829802,40.449600000000004
UGC02916_rotmod,38.0,181.0,10.3,70.63,85.07,90.15,0.5,0.7,119.5657354763479,2.793978165828601e-11,1.2192123057552483e-11,0.049427990758049656,40.449600000000004
UGC02953_rotmod,0.09,231.0,52.9,-0.75,12.18,80.49,0.5,0.7,67.89541052236152,1.921458040711564e-08,1.659922388107848e-09,0.19891063283707375,78.49960000000002
UGC02953_rotmod,0.17,231.0,27.9,-0.9,23.29,154.33,0.5,0.7,130.17083498234157,1.0172424921414162e-08,3.2301888573721538e-09,0.1049074982259803,78.49960000000002
UGC02953_rotmod,0.26,231.0,16.4,-0.97,35.2,203.79,0.5,0.7,172.31284273088875,6.651200910155414e-09,3.7009345205955633e-09,0.0616660563048773,78.49960000000002
UGC02953_rotmod,0.34,231.0,11.9,-1.0,45.31,224.63,0.5,0.7,190.65294091621035,5.086212460707081e-09,3.4646355355224624e-09,0.04474549207488049,78.49960000000002
UGC02953_rotmod,0.43,232.0,8.04,-1.04,56.16,236.57,0.5,0.7,201.8757286797994,4.056551266861709e-09,3.071490764256236e-09,0.03010110029743228,78.49960000000002
UGC02953_rotmod,0.51,232.0,6.53,-1.11,65.37,243.18,0.5,0.7,208.6466132722983,3.420229499510853e-09,2.7663170790488273e-09,0.024447784196795122,78.49960000000002
UGC02953_rotmod,0.6,232.0,4.75,-1.21,75.35,248.89,0.5,0.7,214.9479886391124,2.9071950745842252e-09,2.4955425294125816e-09,0.01778361025034867,78.49960000000002
UGC02953_rotmod,0.69,232.0,4.0,-1.34,84.97,252.61,0.5,0.7,219.72713651253912,2.5279957170297614e-09,2.2676068282679602e-09,0.014975671789767303,78.49960000000002
UGC02953_rotmod,0.77,233.0,5.69,-1.48,93.17,255.01,0.5,0.7,223.30155601786566,2.284917751229158e-09,2.0986606922881344e-09,0.021211464395103026,78.49960000000002
UGC02953_rotmod,0.86,233.0,4.83,-1.64,102.03,256.4,0.5,0.7,226.33254748268087,2.04579845168192e-09,1.930389856418327e-09,0.018005513713242112,78.49960000000002
UGC02953_rotmod,0.95,234.0,10.8,-1.82,110.51,257.17,0.5,0.7,228.92144652696916,1.867916955503323e-09,1.787717174830337e-09,0.04008872140645401,78.49960000000002
UGC02953_rotmod,1.03,235.0,10.3,-2.0,117.74,258.4,0.5,0.7,231.67810815871226,1.7375925850443212e-09,1.6888155782022416e-09,0.03807006947747654,78.49960000000002
UGC02953_rotmod,1.11,235.0,10.6,-2.17,124.74,258.76,0.5,0.7,233.78293141288137,1.6123606870231085e-09,1.5957030528630786e-09,0.03917890645254867,78.49960000000002
UGC02953_rotmod,1.2,236.0,10.2,-2.35,132.45,259.47,0.5,0.7,236.44090251054283,1.5041536942074446e-09,1.5097791571865066e-09,0.03754070945265397,78.49960000000002
UGC02953_rotmod,1.29,237.0,10.6,-2.54,139.94,259.74,0.5,0.7,238.7958557429337,1.4110955961922522e-09,1.4325616318900795e-09,0.0388482827694048,78.49960000000002
UGC02953_rotmod,1.38,238.0,14.2,-2.73,147.1,259.48,0.5,0.7,240.74377910965842,1.3302224787774393e-09,1.3610701694458296e-09,0.051823375151480465,78.49960000000002
UGC02953_rotmod,1.46,238.0,14.1,-2.94,153.23,258.65,0.5,0.7,242.02941102271018,1.2573335758307302e-09,1.300268036937181e-09,0.051458421805343275,78.49960000000002
UGC02953_rotmod,1.55,239.0,19.6,-3.15,159.87,257.13,0.5,0.7,243.04365200514906,1.1943003470474295e-09,1.2350550655716967e-09,0.07123156355902709,78.49960000000002
UGC02953_rotmod,1.63,240.0,17.8,-3.37,165.58,255.36,0.5,0.7,243.65105339398804,1.1452078961472113e-09,1.1803163878896347e-09,0.06442034814898236,78.49960000000002
UGC02953_rotmod,1.72,241.0,7.14,-3.59,171.83,252.89,0.5,0.7,244.01436232320424,1.0943471041291754e-09,1.1218938980419476e-09,0.025733299591611764,78.49960000000002
UGC02953_rotmod,1.8,242.0,11.9,-3.81,177.21,250.43,0.5,0.7,244.1655945869524,1.05440554615011e-09,1.0733611807301809e-09,0.04271160607147683,78.49960000000002
UGC02953_rotmod,1.89,243.0,10.9,-4.02,183.03,247.35,0.5,0.7,244.11793584249398,1.0125120437164038e-09,1.0218497165153624e-09,0.03896139796498308,78.49960000000002
UGC02953_rotmod,1.98,244.0,17.6,-4.24,188.55,244.09,0.5,0.7,243.9251494208828,9.744597766482813e-10,9.73862008688666e-10,0.06265231870079699,78.49960000000002
UGC02953_rotmod,2.07,246.0,11.4,-4.48,193.82,240.73,0.5,0.7,243.65717643853628,9.47434780096692e-10,9.294745946650344e-10,0.04025168368859407,78.49960000000002
UGC02953_rotmod,2.15,247.0,12.9,-4.72,198.33,237.68,0.5,0.7,243.38019748944245,9.196125752079594e-10,8.928561064475229e-10,0.04536355317046112,78.49960000000002
UGC02953_rotmod,2.23,248.0,15.4,-4.99,202.68,234.62,0.5,0.7,243.09889423853824,8.938156476142882e-10,8.588366288605319e-10,0.053936572752500626,78.49960000000002
UGC02953_rotmod,2.32,249.0,17.6,-5.25,207.44,231.17,0.5,0.7,242.79814152913113,8.66084296227759e-10,8.234783510368644e-10,0.06139424001202596,78.49960000000002
UGC02953_rotmod,2.4,251.0,24.0,-5.52,211.55,228.14,0.5,0.7,242.57096563686264,8.507180667261852e-10,7.945401484769024e-10,0.08305233120062186,78.49960000000002
UGC02953_rotmod,2.49,252.0,10.1,-5.8,216.16,224.74,0.5,0.7,242.38782997502165,8.265158554091363e-10,7.646659096113588e-10,0.034812494184308276,78.49960000000002
UGC02953_rotmod,2.58,253.0,12.0,-6.06,220.83,221.41,0.5,0.7,242.3537491354322,8.040272927831177e-10,7.377840020273448e-10,0.041197895516514,78.49960000000002
UGC02953_rotmod,2.67,254.0,6.34,-6.31,225.64,218.17,0.5,0.7,242.51850471665043,7.830790885310588e-10,7.13884507510531e-10,0.021680527679264695,78.49960000000002
UGC02953_rotmod,2.75,256.0,6.22,-6.56,230.0,215.36,0.5,0.7,242.8147119101312,7.723189509564578e-10,6.948111102215674e-10,0.02110399747998614,78.49960000000002
UGC02953_rotmod,2.83,257.0,5.6,-6.82,234.46,212.6,0.5,0.7,243.2517013301243,7.563612413021586e-10,6.776021762819478e-10,0.018926452129635875,78.49960000000002
UGC02953_rotmod,2.92,259.0,8.73,-7.07,239.57,209.57,0.5,0.7,243.90692236998933,7.445024503945804e-10,6.602597998408107e-10,0.02927714924336207,78.49960000000002
UGC02953_rotmod,3.0,260.0,5.19,-7.31,243.97,206.96,0.5,0.7,244.53389472627308,7.302555998881303e-10,6.459610473528373e-10,0.017338372008291362,78.49960000000002
UGC02953_rotmod,3.09,262.0,11.0,-7.55,248.68,204.14,0.5,0.7,245.25307627020703,7.199354483644628e-10,6.308409868519287e-10,0.036467475579662366,78.49960000000002
UGC02953_rotmod,3.18,263.0,16.0,-7.78,252.98,201.42,0.5,0.7,245.88407854108812,7.049102599735135e-10,6.161453160509226e-10,0.05284191414792417,78.49960000000002
UGC02953_rotmod,3.27,264.0,13.1,-8.0,256.93,198.78,0.5,0.7,246.43448283468774,6.907319674529494e-10,6.018727163350648e-10,0.043100437219186355,78.49960000000002
UGC02953_rotmod,3.35,266.0,11.8,-8.21,260.17,196.48,0.5,0.7,246.84953277249687,6.844912818027627e-10,5.894802605711606e-10,0.03853139012374716,78.49960000000002
UGC02953_rotmod,3.43,267.0,12.7,-8.4,263.1,194.27,0.5,0.7,247.1840367620854,6.735624337177824e-10,5.772928459526269e-10,0.04131490576907339,78.49960000000002
UGC02953_rotmod,4.21,280.0,5.52,-9.93,282.25,175.61,0.5,0.7,248.0289229505301,6.035085422623236e-10,4.735567307528641e-10,0.017123611000756784,78.49960000000002
UGC02953_rotmod,4.29,282.0,2.35,-10.07,283.7,173.97,0.5,0.7,248.0527011140979,6.007452965356031e-10,4.6481494542606964e-10,0.007238241365054196,78.49960000000002
UGC02953_rotmod,4.38,283.0,5.1,-10.2,285.12,172.2,0.5,0.7,248.00753053082886,5.925816724025337e-10,4.550981606775987e-10,0.015653016662237344,78.49960000000002
UGC02953_rotmod,4.47,285.0,4.61,-10.32,286.54,170.45,0.5,0.7,247.98453570737027,5.88886572226216e-10,4.4585242165279025e-10,0.01404980744964204,78.49960000000002
UGC02953_rotmod,4.8,290.0,10.8,-10.66,290.98,164.51,0.5,0.7,247.775692653658,5.678115380047314e-10,4.145010310312979e-10,0.03234745106589738,78.49960000000002
UGC02953_rotmod,5.25,296.0,2.85,-10.87,296.92,157.31,0.5,0.7,248.0350889894412,5.408459394742048e-10,3.797662788202046e-10,0.00836310319881262,78.49960000000002
UGC02953_rotmod,5.32,298.0,1.92,-10.98,297.8,156.27,0.5,0.7,248.10723373170725,5.409664737214613e-10,3.749874004303394e-10,0.005596277887612372,78.49960000000002
UGC02953_rotmod,5.41,299.0,4.29,-10.98,298.79,154.97,0.5,0.7,248.13158420483276,5.355432703430974e-10,3.6882154800665696e-10,0.012462363393745485,78.49960000000002
UGC02953_rotmod,5.5,300.0,4.92,-10.87,299.65,153.7,0.5,0.7,248.09232384336278,5.303093382727143e-10,3.626714924297071e-10,0.01424485900642666,78.49960000000002
UGC02953_rotmod,5.58,301.0,2.24,-10.87,300.25,152.59,0.5,0.7,247.97536938171902,5.261968537687257e-10,3.5713494529542305e-10,0.006463917870187934,78.49960000000002
UGC02953_rotmod,5.67,302.0,4.59,-10.87,300.59,151.39,0.5,0.7,247.66627428860798,5.212910658103772e-10,3.505904952229128e-10,0.013201401800900169,78.49960000000002
UGC02953_rotmod,5.76,303.0,5.07,-10.77,301.15,150.21,0.5,0.7,247.49906064468203,5.165498364315932e-10,3.4464666571436173e-10,0.01453381533498011,78.49960000000002
UGC02953_rotmod,6.0,306.0,7.89,-10.56,302.48,147.17,0.5,0.7,247.0220537320504,5.057560159106876e-10,3.2958668676215523e-10,0.022395970341285338,78.49960000000002
UGC02953_rotmod,6.18,307.0,4.41,-10.25,303.22,145.01,0.5,0.7,246.56799624038806,4.942398175579967e-10,3.188118029804189e-10,0.012477124854679741,78.49960000000002
UGC02953_rotmod,6.27,308.0,3.2,-10.11,303.58,143.96,0.5,0.7,246.3529123432479,4.903242209152317e-10,3.136875740480677e-10,0.009024300922664973,78.49960000000002
UGC02953_rotmod,6.36,309.0,6.66,-9.94,303.97,142.94,0.5,0.7,246.17062085066124,4.86529634175216e-10,3.0879110460269066e-10,0.018721043685926583,78.49960000000002
UGC02953_rotmod,6.45,310.0,5.83,-9.76,304.41,141.93,0.5,0.7,246.02615527622262,4.828509918071373e-10,3.0412512453946266e-10,0.016335076319328762,78.49960000000002
UGC02953_rotmod,6.53,310.0,3.83,-9.58,304.83,141.06,0.5,0.7,245.92882582161857,4.769355125813223e-10,3.0016160991400037e-10,0.010731276552835189,78.49960000000002
UGC02953_rotmod,6.61,311.0,2.41,-9.37,305.34,140.2,0.5,0.7,245.89282767091842,4.742078875254893e-10,2.964419884205442e-10,0.0067308662468606876,78.49960000000002
UGC02953_rotmod,6.7,312.0,1.25,-9.15,306.03,139.26,0.5,0.7,245.93951750379603,4.708513718681675e-10,2.9257100628066784e-10,0.0034799237331991327,78.49960000000002
UGC02953_rotmod,6.79,312.0,3.61,-8.91,306.85,138.35,0.5,0.7,246.082008891345,4.6461033748405347e-10,2.8902766045996857e-10,0.010050019741479095,78.49960000000002
UGC02953_rotmod,6.87,313.0,13.8,-8.64,307.19,137.53,0.5,0.7,245.9626969278065,4.621483350910844e-10,2.8538504455009237e-10,0.03829561565664457,78.49960000000002
UGC02953_rotmod,6.96,313.0,4.58,-8.36,307.95,136.63,0.5,0.7,246.07706248246708,4.5617227903387213e-10,2.8195674142873694e-10,0.012709704326625515,78.49960000000002
UGC02953_rotmod,7.05,314.0,3.05,-8.05,308.63,135.75,0.5,0.7,246.15175136488466,4.532310281163924e-10,2.7852629235321075e-10,0.00843693101786572,78.49960000000002
UGC02953_rotmod,7.2,315.0,1.38,-7.43,309.44,134.31,0.5,0.7,246.08775867563992,4.466198958265516e-10,2.7258187838389785e-10,0.0038052468890570628,78.49960000000002
UGC02953_rotmod,7.39,316.0,0.75,-6.59,309.73,132.58,0.5,0.7,245.589055191798,4.37904271619427e-10,2.644983901330206e-10,0.00206152443941417,78.49960000000002
UGC02953_rotmod,7.47,316.0,8.57,-6.16,309.53,131.86,0.5,0.7,245.1801333101848,4.3321453377075846e-10,2.6079508759466953e-10,0.02355635259437258,78.49960000000002
UGC02953_rotmod,7.99,318.0,1.36,-2.38,307.52,127.53,0.5,0.7,242.22854957663432,4.101634103451464e-10,2.379870539378746e-10,0.0037147200967825316,78.49960000000002
UGC02953_rotmod,8.08,318.0,16.0,-0.67,307.34,126.82,0.5,0.7,241.84231511462173,4.055947584972426e-10,2.3458631718146996e-10,0.04370258937391213,78.49960000000002
UGC02953_rotmod,8.16,318.0,5.5,2.0,307.11,126.2,0.5,0.7,241.47625980621783,4.0161833929628923e-10,2.3158380061336136e-10,0.015022765097282294,78.49960000000002
UGC02953_rotmod,8.25,319.0,2.94,2.92,307.22,125.51,0.5,0.7,241.30379746286633,3.9973932275533095e-10,2.2873036308434942e-10,0.008005177283984704,78.49960000000002
UGC02953_rotmod,8.34,319.0,1.74,3.49,307.32,124.83,0.5,0.7,241.1280604367729,3.954255890565324e-10,2.2593260501431753e-10,0.00473775798439911,78.49960000000002
UGC02953_rotmod,8.4,319.0,2.2,3.85,307.36,124.38,0.5,0.7,240.9962165263181,3.926011205632715e-10,2.240735618574885e-10,0.005990268715906922,78.49960000000002
UGC02953_rotmod,9.59,319.0,3.23,7.94,304.71,116.41,0.5,0.7,236.5862154057163,3.438841931941064e-10,1.8915147040036756e-10,0.00879480361471789,78.49960000000002
UGC02953_rotmod,10.8,317.0,4.08,12.02,299.89,109.7,0.5,0.7,231.37707200584936,3.0153950927497667e-10,1.6064467754696926e-10,0.01117931537012787,78.49960000000002
UGC02953_rotmod,12.02,312.0,2.62,17.77,298.77,103.98,0.5,0.7,229.16329904677144,2.624545916403264e-10,1.4159082707449358e-10,0.007293920144785383,78.49960000000002
UGC02953_rotmod,13.22,308.0,0.76,22.79,295.36,99.15,0.5,0.7,225.8753077474384,2.3255165394391092e-10,1.2507068089585772e-10,0.0021432714691329313,78.49960000000002
UGC02953_rotmod,14.42,303.0,1.86,24.88,287.38,94.93,0.5,0.7,219.59244073965752,2.0633336046088606e-10,1.0837246857755464e-10,0.005331932253069626,78.49960000000002
UGC02953_rotmod,15.63,298.0,1.34,24.46,274.79,91.19,0.5,0.7,210.17610454093017,1.8412934358273667e-10,9.159191802223711e-11,0.0039057356090628015,78.49960000000002
UGC02953_rotmod,16.83,296.0,1.41,24.25,262.23,87.87,0.5,0.7,200.9356732389747,1.6871308272368244e-10,7.77462465902209e-11,0.00413753526678098,78.49960000000002
UGC02953_rotmod,18.03,294.0,1.15,25.92,253.58,84.9,0.5,0.7,194.59923329756467,1.5536328267466062e-10,6.80669009362812e-11,0.0033975418652295204,78.49960000000002
UGC02953_rotmod,19.23,294.0,0.59,28.33,245.5,82.21,0.5,0.7,188.86146449183326,1.4566822603349618e-10,6.011140466947395e-11,0.0017430866960742757,78.49960000000002
UGC02953_rotmod,20.43,294.0,0.5,31.05,237.34,79.76,0.5,0.7,183.25501526561285,1.371120894089149e-10,5.3271242495898e-11,0.0014771921153171829,78.49960000000002
UGC02953_rotmod,21.64,292.0,1.21,33.56,229.62,77.5,0.5,0.7,178.02618009719808,1.2769029821404085e-10,4.7463520176689624e-11,0.003599289884266676,78.49960000000002
UGC02953_rotmod,22.84,290.0,1.21,34.91,222.49,75.43,0.5,0.7,173.067580961889,1.193299204213096e-10,4.249959603269468e-11,0.003624112573123687,78.49960000000002
UGC02953_rotmod,24.04,287.0,0.81,34.6,215.84,73.53,0.5,0.7,168.15253619853613,1.1103982915650704e-10,3.811727413347718e-11,0.002451418329906857,78.49960000000002
UGC02953_rotmod,25.24,283.0,1.08,32.72,209.67,71.76,0.5,0.7,163.2666566387638,1.0283311113799911e-10,3.422591780156132e-11,0.0033147564696502613,78.49960000000002
UGC02953_rotmod,26.44,279.0,1.87,31.05,203.93,70.11,0.5,0.7,158.7407112873065,9.541055244691332e-11,3.088621198723557e-11,0.005821725312968321,78.49960000000002
UGC02953_rotmod,27.65,276.0,1.55,30.52,198.57,68.56,0.5,0.7,154.71530102093973,8.92837624422112e-11,2.8055683426171126e-11,0.004877945267753915,78.49960000000002
UGC02953_rotmod,28.85,273.0,1.9,30.21,193.62,67.12,0.5,0.7,151.03166019083548,8.37199444239165e-11,2.562356954651049e-11,0.006045124656528779,78.49960000000002
UGC02953_rotmod,30.05,271.0,1.12,30.0,189.02,65.76,0.5,0.7,147.61891653849787,7.920335167922916e-11,2.3501144096360387e-11,0.0035897403670231884,78.49960000000002
UGC02953_rotmod,31.25,270.0,1.41,30.73,184.73,64.49,0.5,0.7,144.63122560498476,7.560089926415815e-11,2.169319728850202e-11,0.004535964588767296,78.49960000000002
UGC02953_rotmod,32.34,268.0,1.76,31.88,181.07,63.39,0.5,0.7,142.20517332361715,7.19745614363179e-11,2.0264702446058228e-11,0.005704166329475546,78.49960000000002
UGC02953_rotmod,33.55,267.0,1.81,33.03,177.28,62.24,0.5,0.7,139.70237084602394,6.886197161406837e-11,1.8852306122190517e-11,0.005888187357639594,78.49960000000002
UGC02953_rotmod,34.75,266.0,2.18,33.45,173.75,61.15,0.5,0.7,137.22594324689484,6.598692932487065e-11,1.7561721884306656e-11,0.007118511056760066,78.49960000000002
UGC02953_rotmod,35.95,265.0,3.01,33.24,170.44,60.13,0.5,0.7,134.7617387465745,6.330562603650362e-11,1.6371322794840902e-11,0.009865859551160662,78.49960000000002
UGC02953_rotmod,37.15,264.0,2.04,32.93,167.32,59.15,0.5,0.7,132.40650229501568,6.079928757930403e-11,1.529358365888284e-11,0.006711823811232073,78.49960000000002
UGC02953_rotmod,38.35,264.0,1.58,32.82,164.38,58.21,0.5,0.7,130.22836661035106,5.889683268764393e-11,1.4331619636404133e-11,0.005198373343993468,78.49960000000002
UGC02953_rotmod,39.56,264.0,3.23,33.03,161.57,57.32,0.5,0.7,128.231513404467,5.709538760291063e-11,1.3470468716812178e-11,0.010627054367784116,78.49960000000002
UGC02953_rotmod,40.76,264.0,2.94,33.76,158.94,56.47,0.5,0.7,126.50257716742374,5.541446353216744e-11,1.2723717730576834e-11,0.009672922551481517,78.49960000000002
UGC02953_rotmod,41.96,264.0,1.62,34.29,156.44,55.65,0.5,0.7,124.82141903535626,5.382968383153348e-11,1.2033506762834954e-11,0.0053299777324489995,78.49960000000002
UGC02953_rotmod,43.16,264.0,2.15,34.29,154.06,54.87,0.5,0.7,123.08756123183203,5.233302904474386e-11,1.1376177318610366e-11,0.007073735879484783,78.49960000000002
UGC02953_rotmod,44.36,262.0,4.45,34.08,151.79,54.13,0.5,0.7,121.37787393095991,5.014879475757868e-11,1.0763089940877993e-11,0.014752751484499773,78.49960000000002
UGC02953_rotmod,45.57,260.0,7.43,34.39,149.61,53.4,0.5,0.7,119.87635358985526,4.807475970297105e-11,1.0219684165106614e-11,0.024821600004162774,78.49960000000002
UGC02953_rotmod,46.77,258.0,7.22,34.81,147.54,52.71,0.5,0.7,118.49304945860749,4.612341941898112e-11,9.728991804218771e-12,0.024307024491019208,78.49960000000002
UGC02953_rotmod,47.97,257.0,5.37,34.81,145.56,52.05,0.5,0.7,117.05569037855443,4.462168673931851e-11,9.256883493218485e-12,0.018149115702882974,78.49960000000002
UGC02953_rotmod,49.17,258.0,5.43,34.6,143.67,51.41,0.5,0.7,115.61914253271384,4.38721237792505e-11,8.810665935208022e-12,0.01828076772662525,78.49960000000002
