sqrts_GeV,t,F_re,F_im,sigma_tot_pred_mb,rho_pred,chiI_min,chiI_max,S_abs_max,rho_data,rho_resid,rho_unc,rho_pull
541.0,12.586838557692962,3.4843525130151307,74.03262423300751,74.03262423300751,0.04706509527541007,0.00016297094767775042,2.753714183193596,0.9998370423313657,0.135,0.08793490472458994,0.015,5.862326981639329
1800.0,14.991083887768513,3.9675142866923347,87.06300253845868,87.06300253845868,0.04557061175256102,0.0004336667189582203,3.0996260502488084,0.9995664273008618,0.14,0.09442938824743899,0.069,1.368541858658536
13000.0,18.945409272887346,4.486757375599378,107.81097274198261,107.81097274198261,0.04161688983492672,0.0015146522397243543,3.587598902838894,0.9984864942670533,0.09,0.048383110165073275,0.01,4.838311016507327
13000.0,18.945409272887346,4.486757375599378,107.81097274198261,107.81097274198261,0.04161688983492672,0.0015146522397243543,3.587598902838894,0.9984864942670533,0.098,0.05638311016507328,0.011,5.125737287733935
