target_label,target_mz,g_bin,g_center,baseline,compare,delta_p_success,ratio_mad_success
T01,1359.8,0,0.004412881153552691,ModeA_points,ModeB_holdout_points,-0.1111111111111111,
T01,1359.8,1,0.01595734449985362,ModeA_points,ModeB_holdout_points,0.0,
T01,1359.8,2,0.06883309088167935,ModeA_points,ModeB_holdout_points,0.041666666666666685,0.8111478521120038
T01,1359.8,3,0.1263063164557513,ModeA_points,ModeB_holdout_points,-0.5,1.8199334299211232
T01,1359.8,4,0.1461649808271278,ModeA_points,ModeB_holdout_points,0.25,0.991407954102179
T01,1359.8,5,0.16006722105024662,ModeA_points,ModeB_holdout_points,0.025000000000000022,1.5383925672919931
T01,1359.8,6,0.16798612839647648,ModeA_points,ModeB_holdout_points,0.3,0.25456240594571
T01,1359.8,7,0.5853018247701445,ModeA_points,ModeB_holdout_points,0.06669766000309929,0.8569689492178962
T02,1359.47,0,0.00569866436721068,ModeA_points,ModeB_holdout_points,-0.3181818181818182,2.6323508502302584
T02,1359.47,1,0.02876741847903696,ModeA_points,ModeB_holdout_points,-0.14423076923076922,0.40350085119309126
T02,1359.47,2,0.0889835613482258,ModeA_points,ModeB_holdout_points,-0.20833333333333337,0.2083199799836728
T02,1359.47,3,0.13846613963391358,ModeA_points,ModeB_holdout_points,-0.3522727272727273,0.16215057380346615
T02,1359.47,4,0.15434882613821935,ModeA_points,ModeB_holdout_points,0.425,0.01714720382071634
T02,1359.47,5,0.1647832953661028,ModeA_points,ModeB_holdout_points,-0.23863636363636365,0.0
T02,1359.47,6,0.17120579175793643,ModeA_points,ModeB_holdout_points,-0.04166666666666663,0.9100290911746683
T02,1359.47,7,0.5866111563031892,ModeA_points,ModeB_holdout_points,0.005468215994531844,0.9772550114761537
T03,1359.59,0,0.005316659071309933,ModeA_points,ModeB_holdout_points,0.125,0.8628556646083357
T03,1359.59,1,0.02116217298599692,ModeA_points,ModeB_holdout_points,-0.041666666666666685,0.7561352788804351
T03,1359.59,2,0.0723230657588784,ModeA_points,ModeB_holdout_points,-0.25,0.5119666423371457
T03,1359.59,3,0.1263063164557513,ModeA_points,ModeB_holdout_points,0.5,1.5448670843037389
T03,1359.59,4,0.1461649808271278,ModeA_points,ModeB_holdout_points,0.1875,
T03,1359.59,5,0.16006722105024662,ModeA_points,ModeB_holdout_points,-0.1,
T03,1359.59,6,0.16798612839647648,ModeA_points,ModeB_holdout_points,0.024999999999999994,
T03,1359.59,7,0.5853018247701445,ModeA_points,ModeB_holdout_points,0.018642491864249183,1.5481236566193763
T04,1359.68,0,0.00569866436721068,ModeA_points,ModeB_holdout_points,0.0,
T04,1359.68,1,0.02310051715780273,ModeA_points,ModeB_holdout_points,0.125,
T04,1359.68,2,0.07858065627508085,ModeA_points,ModeB_holdout_points,-0.07692307692307693,
T04,1359.68,3,0.12821480058678353,ModeA_points,ModeB_holdout_points,0.125,
T04,1359.68,4,0.14731470788598583,ModeA_points,ModeB_holdout_points,-0.125,
T04,1359.68,5,0.16116347918552476,ModeA_points,ModeB_holdout_points,-0.10526315789473684,
T04,1359.68,6,0.16909299132485972,ModeA_points,ModeB_holdout_points,0.125,
T04,1359.68,7,0.5860271499502157,ModeA_points,ModeB_holdout_points,-0.07790163108508093,0.2857681634285285
T05,816.22,0,0.0,ModeA_points,ModeB_holdout_points,-0.125,0.5296742684165237
T05,816.22,1,0.0,ModeA_points,ModeB_holdout_points,0.0,1.522489124076553
T05,816.22,2,0.0,ModeA_points,ModeB_holdout_points,0.0,3.141100491470777
T05,816.22,3,0.0,ModeA_points,ModeB_holdout_points,0.0,1.5765058718261817
T05,816.22,4,0.000346313614917381,ModeA_points,ModeB_holdout_points,0.0,1.5082467847888885
T05,816.22,5,0.0016839747538813258,ModeA_points,ModeB_holdout_points,0.0,0.4412201820473419
T05,816.22,6,0.0034036786689778187,ModeA_points,ModeB_holdout_points,0.0625,0.93476878624415
T05,816.22,7,0.5022270932836347,ModeA_points,ModeB_holdout_points,0.035076530612244916,1.154672834542549
T06,874.45,0,0.0082424044675146,ModeA_points,ModeB_holdout_points,-0.04545454545454547,6.36038564866762
T06,874.45,1,0.028433427589498364,ModeA_points,ModeB_holdout_points,0.375,0.957678899179213
T06,874.45,2,0.08120003595864428,ModeA_points,ModeB_holdout_points,-0.17857142857142855,0.6239484993677664
T06,874.45,3,0.1345425418262956,ModeA_points,ModeB_holdout_points,-0.041666666666666685,0.6284230932485655
T06,874.45,4,0.1521911981505308,ModeA_points,ModeB_holdout_points,0.11538461538461536,2.4475069863559407
T06,874.45,5,0.16262074072392968,ModeA_points,ModeB_holdout_points,0.25,1.2954035206886207
T06,874.45,6,0.169817032740045,ModeA_points,ModeB_holdout_points,0.07500000000000001,16.118292622465486
T06,874.45,7,0.5862305215505816,ModeA_points,ModeB_holdout_points,-0.061355708797479536,1.1499926121326607
T07,874.37,0,0.008494814022412079,ModeA_points,ModeB_holdout_points,-0.125,
T07,874.37,1,0.0311433155450222,ModeA_points,ModeB_holdout_points,0.0,
T07,874.37,2,0.0889835613482258,ModeA_points,ModeB_holdout_points,-0.23076923076923078,
T07,874.37,3,0.13846613963391358,ModeA_points,ModeB_holdout_points,-0.022727272727272707,2.2313396058579245
T07,874.37,4,0.15434882613821935,ModeA_points,ModeB_holdout_points,0.125,
T07,874.37,5,0.1647832953661028,ModeA_points,ModeB_holdout_points,0.3273809523809524,
T07,874.37,6,0.17120579175793643,ModeA_points,ModeB_holdout_points,0.0,
