run_name,pair_id,target_a,target_b,delta_mz,sep_norm,overlap_proxy,corridor_proxy,rejection_proxy,leak_reduction_proxy,base_label,boundary_confidence,stable_margin,distance_to_weak_stable_edge,signed_distance_to_weak_stable_edge,weak_stable_edge_cut,edge_band_median_abs_distance,comparator_base_label,comparator_boundary_confidence,comparator_stable_margin,comparator_distance_to_weak_stable_edge,comparator_signed_distance_to_weak_stable_edge,confidence_changed_vs_comparator,near_weak_stable_edge,pair_level_verdict
A1_B2_ModeB,T05<->T12,T05,T12,0.13276178464991517,0.5468809056638378,0.8756736661739606,0.8756736661739606,0.12432633382603941,0.4378368330869803,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,0.6256736661739606,0.0,0.0,0.3378368330869803,0.02703842901546849,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,0.6280954309205653,0.0,0.0,False,True,BOUNDARY-PROXIMITY-SUPPORTED
A1_B2_ModeB,T08<->T09,T09,T08,0.13240440102481443,0.5462128594408666,0.8759866735317036,0.8759866735317036,0.12401332646829644,0.4379933367658518,STABLE-INTERMEDIATE-CANDIDATE,STRONG_STABLE,0.6259866735317036,0.00015650367887143357,0.00015650367887143357,0.3378368330869803,0.02703842901546849,STABLE-INTERMEDIATE-CANDIDATE,WEAK_STABLE,0.6280954309205653,0.0,0.0,True,True,BOUNDARY-PROXIMITY-SUPPORTED
